First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric
I painted a picture of the whales.,2.55938714519144,I drove to New York that same night.,2.733206660422834
Jenny paid for her coffee with cash.,2.193509445811846,Jenny paid for the order of the person behind her.,2.314972923987919
Bob told the man to leave him alone.,1.7496877607439718,Bob asked the man for tea.,1.8981945152770656
Lita ordered a pepperoni pizza for lunch.,2.706330269378383,Lita folded the laundry while watching television.,2.391672335481414
Liv decided to change a light bulb in the bathroom.,2.3849409206663648,Liv then changed the light bulb.,2.36310470687057
The mother felt quite frustrated.,2.7191868098689715,The children's behavior calmed the mother down.,2.687702281248477
Hector kept brewing his own coffee and saved money.,1.7122448348349106,Hector started buying more coffee from Starbucks.,1.6975677653715628
Kelly never talked to her again.,2.2691139359775345,Kelly was happy to have made a new friend.,2.1435683386382385
He was ashamed that he didn't get any recognition.,2.6897397811621095,He was proud to finish first by age but tenth overall.,2.63035885060646
Laurie went home crying.,2.6669982528693463,Laurie ended the night by kissing her date.,2.5226016281118038
Neil deleted all of his photos.,2.76551014764845,Neil saved the photos on his computer.,2.658600670878807
Bob loved the outfit so much that he showed it to his friends.,2.512072209461749,Bob went out after work wearing the sailor suit.,2.268831432725219
My dog bit her.,2.5239582472882254,My dog ran away.,2.843103168378326
He hangs the picture on the wall in his living room.,2.572604470556621,He decides never to draw anything again.,2.5245226430670216
Pablo enjoys worms and views them as a delicacy.,2.6345335625487736,Pablo does not enjoy eating worms.,2.7287224169815696
She spent all the money on shoes.,2.7368811392401358,It was the best trip of her life.,2.4288510473339318
Glen ran his best marathon time ever.,2.478011304582176,Glen swore he'd never walk again.,2.387512608626459
I told them it was okay and then walked away.,2.571460805295091,The driver of the car became very angry at me.,2.3346169444653486
When they got home they all had ice cream.,2.7010987661090713,Gina's sister went to the doctor.,2.211183999169376
The little boy accepted that he would never improve.,2.4788204165570793,"At the end of the year, he did well on his reading test.",2.1047950102016015
Rosie's class shared the fruit salad.,2.112015293111764,Rosie kept the bowl of fruit salad in her fridge at home.,2.2763661346132706
I have fond memories of that time.,2.419487649575141,I have negative memories of that time.,2.5293089733943384
The principal suspended her rowdy classmates.,2.5954537500644737,Her classmates were given awards for their behavior.,2.576941631116325
I climbed out and me and my dad were ok.,2.6622976550624475,We were both flattened by the vehicle.,2.4569025949584784
Brant will cancel his plans to kidnap a child.,3.176826000409436,The couple will be happy to know they have a baby on the way.,3.0918311039921367
Catherine then began to practice every day and got good at it.,1.7583127711078346,Catherine thought curling looked boring.,1.8094501733819865
Francis is really proud of his accomplishment.,2.3207485139478843,Francis decides he would rather take public transportation.,2.279897412945761
I vowed never to see it again.,2.4453005737310787,I wanted to see it again.,2.2194568576252465
I decided to go back to class again.,1.889914387815615,"When I got there, I took a nap.",1.8868997466989748
"Gary slaps Lisa hard, and walks away.",1.9926419440933327,Lisa confesses she also has a crush on Gary.,1.8717888519688832
Lars fell in love with photography.,2.066278942666533,Lars hated photography.,2.098989457954119
I was able to have it fixed with the warranty.,2.8104187324480345,The employee was later found dead.,3.0568924958904073
Ryan then popped the balloon on purpose.,2.2129926626330887,Ryan then found the girl and gave her the balloon she lost.,2.1949350901016182
Neil had a great time.,2.748699941499731,Neil and Fez became best friends.,2.7339345378554016
So he ran to the coffee shop.,2.735259621112653,Joe regret going outside.,2.8250732093992617
In the box was a newborn baby.,2.4275768160384823,Jen found her new coat inside the package.,2.2167223543746175
Frank lost his video games for a week.,2.3487694983560377,Frank got an all new game.,2.3975593245430042
Timmy won the competition.,2.635453651819441,Timmy went to the driving range the day of competition.,2.645956777388637
And the host told him that he didn't know either.,2.6367476107448775,Drake told the host he wanted to attend his parties again.,2.252285678698446
Bob called someone to fix his flat tire.,2.0060917556369042,Bob drove his truck to the market.,2.3093784865473106
Now Jack actually enjoys replying to emails.,2.6223690701286353,Jack now uses the postal service instead of email.,2.6885707352215635
Jake washed his hands.,2.4586841001830573,Jake got the job.,2.3890899636403375
I was really hurt.,2.94342759532738,I was really pleased.,3.1386805384641847
Chuck decided to quit his job.,2.6312813095953462,He then felt compelled to get back to work.,2.6947136388524084
Bob used his reusable grocery bags to go shopping.,1.65197299189621,Bob continued to use his plastic grocery bags to go shopping.,1.6732394496853724
Joe was very satisfied with the results.,2.454566136140781,The artist painted a Joe's cat.,2.223803141835706
Jen saw her books burning in the fireplace.,2.4703291766544178,The room was full of shelves of books that appealed to girls.,2.510848185559486
Joe wanted to chew more rocks.,2.2236262409821483,Joe decided not to eat dirt again.,2.307036600729876
Rob had generous friends.,2.6638528380302606,Rob's friends were thoughtless.,2.724691343502477
Sam answered the phone.,2.5528016010357883,Carly ordered take-out over the phone.,2.554437091194066
Amy grinned with delight.,2.676807457496281,Amy walked out of the room and left the house.,2.3322879730708963
Pan finally stopped.,2.2051534711568808,I gave Pan a big hug.,2.212934652246897
"One night, Pam let her cats inside her home.",2.3773849938403826,"One night, Pam decided to release the dogs.",2.1762501082784333
She dropped out of school.,2.515488716150785,She even liked all of her professors.,2.4631938988597843
"After seeing her expression, the dentist was able help Mary.",2.2868890272412603,Mary left the dentist in a great mood.,2.385780317290574
Ford was sad that he achieved so much.,2.3834147428727572,Ford was proud of his accomplishments.,2.333081956077688
I decided to change.,2.973997175499082,I am unmarried.,3.095809594185717
Nina bought a toy.,2.283180899282095,Nina was excited.,2.357664516331341
Tracey ran back home.,2.908400851420989,Tracey shrugged off her fall.,2.974644348192765
Jim saw his wife after an hour.,2.590087407876293,Jim drove away before his wife showed.,2.726084195791293
Joe was still very proud of his hard work.,2.776817397393626,Joe decided he didn't want to go to college.,2.727959850927514
Gina checked on ebay and found one she could afford.,2.0093597938658254,Gina mowed the whole yard and had no help from anyone.,2.2508356256175412
Leah decided she liked the tree on the floor better than standing.,2.5288077307637713,Leah chastised her cat.,2.611598732419485
Peter thought it might even be more comfortable than the old one.,2.4868040473141337,Peter let his dog use the chair for its own.,2.605312965700784
The crowd booed the team loudly.,2.5236512506498014,The crowd all stood up in their seats and applauded wildly.,2.7143562793086224
My wife and I were very unhappy to lose our internet connection.,2.766640457693113,We loved the strong wind and lack of sleep.,2.529462712072959
Then she cancelled her order.,2.5056348075287946,Then  her keyboard arrived in the mail.,2.1038431791597407
Amy was really excited to be at the park.,2.660118177609641,Amy thought the park was boring.,2.8388098309602032
The profits from the book sales gave Bob enough money to eat.,2.5173391441145023,The public reaction to the book means Bob still goes hungry.,2.6826368275286008
I've never been happier.,2.9735080740007915,I'm really disappointed in myself.,2.9999065908457148
His dad laughed because the star was really a jet with lights.,2.613577231058495,Sam's dad was glad his son was interested in geology.,2.819060911809278
He started screaming obscenities at Meg.,2.520255886325171,He asked her to marry him.,2.2616684847991153
Bobby was upset that he got the bananas.,2.647636248090859,Bobby went into the shed to get a ladder to get the bananas.,2.63531128118646
Beth needed to rest.,2.2803969081771154,Beth played football on her Friday off.,2.436321940340822
Rhonda then decided to eat lunch and return emails.,2.433914731718454,"Sadly, they were ruined and Rhonda had to buy a new pair.",2.35120267714489
Marcus was so thrilled that he started dancing.,2.850384711969448,Marcus then vomited from sea sickness.,2.4377837810646574
"She cuddled with the adorable puppy, happy to see it.",2.6320645785013697,The kitten was very cute.,2.7805502549115726
Chuck was upset.,2.887571258476771,Chuck was happy that place finally closed down.,2.617172802784178
John then proceeded to assault the officer.,2.285541134988823,The officer was understanding.,2.252966182142905
He felt pride in his accomplishment.,2.8178110081697088,Tom was upset that he did poorly.,2.8501398497484107
The roof was completely fine.,2.8917598572007064,The janitor was frightened.,2.9579351463323995
I hated my birthday.,2.4686073491504,It was the best birthday party ever.,2.3334571077319666
It was gross.,2.6668360346391413,It smelled so good that I ate it.,2.4303165756442384
We have many fond memories of this childhood trip.,2.7290098331091883,I have no memory of going to Paragon Park.,2.742813281076789
"One day, I decided to buy the movie.",2.4387879032127464,I did not like the Wizard of Oz.,2.310543806247202
